date,department,day_of_week,month,expected_patients,capacity,occupancy_ratio,avg_waiting_time,doctors_available,had_event,event_severity
2025-11-17,Emergency,0,11,68,100,0.68,12.9,3,0,none
2025-11-17,OPD - General Medicine,0,11,123,150,0.82,29.1,5,0,none
2025-11-17,Cardiology,0,11,37,60,0.617,12.9,3,0,none
2025-11-17,Orthopedics,0,11,31,50,0.62,16.1,2,0,none
2025-11-17,Pediatrics,0,11,43,70,0.614,17.1,2,0,none
2025-11-17,Radiology,0,11,26,40,0.65,16.0,1,0,none
2025-11-18,Emergency,1,11,53,100,0.53,12.9,4,0,none
2025-11-18,OPD - General Medicine,1,11,125,150,0.833,32.4,6,0,none
2025-11-18,Cardiology,1,11,46,60,0.767,21.5,2,0,none
2025-11-18,Orthopedics,1,11,37,50,0.74,21.0,2,0,none
2025-11-18,Pediatrics,1,11,61,70,0.871,40.2,3,0,none
2025-11-18,Radiology,1,11,23,40,0.575,15.9,1,0,none
2025-11-19,Emergency,2,11,57,100,0.57,13.5,4,0,none
2025-11-19,OPD - General Medicine,2,11,121,150,0.807,25.4,5,0,none
2025-11-19,Cardiology,2,11,36,60,0.6,13.1,2,0,none
2025-11-19,Orthopedics,2,11,30,50,0.6,15.3,1,0,none
2025-11-19,Pediatrics,2,11,41,70,0.586,14.6,2,0,none
2025-11-19,Radiology,2,11,25,40,0.625,14.6,1,0,none
2025-11-20,Emergency,3,11,71,100,0.71,18.5,5,0,none
2025-11-20,OPD - General Medicine,3,11,133,150,0.887,38.4,8,0,none
2025-11-20,Cardiology,3,11,38,60,0.633,15.3,3,0,none
2025-11-20,Orthopedics,3,11,35,50,0.7,14.2,1,0,none
2025-11-20,Pediatrics,3,11,39,70,0.557,17.1,2,0,none
2025-11-20,Radiology,3,11,28,40,0.7,14.2,1,0,none
2025-11-21,Emergency,4,11,70,100,0.7,13.9,3,0,none
2025-11-21,OPD - General Medicine,4,11,120,150,0.8,24.6,7,0,none
2025-11-21,Cardiology,4,11,45,60,0.75,22.1,2,0,none
2025-11-21,Orthopedics,4,11,30,50,0.6,17.2,2,0,none
2025-11-21,Pediatrics,4,11,50,70,0.714,17.5,3,0,none
2025-11-21,Radiology,4,11,27,40,0.675,15.9,1,0,none
2025-11-22,Emergency,5,11,55,100,0.55,12.8,4,0,none
2025-11-22,OPD - General Medicine,5,11,68,150,0.453,14.0,7,0,none
2025-11-22,Cardiology,5,11,28,60,0.467,15.1,2,0,none
2025-11-22,Orthopedics,5,11,23,50,0.46,14.9,2,0,none
2025-11-22,Pediatrics,5,11,34,70,0.486,13.2,3,0,none
2025-11-22,Radiology,5,11,19,40,0.475,15.9,1,0,none
2025-11-23,Emergency,6,11,53,100,0.53,15.1,4,0,none
2025-11-23,OPD - General Medicine,6,11,86,150,0.573,13.1,7,0,none
2025-11-23,Cardiology,6,11,27,60,0.45,13.4,3,0,none
2025-11-23,Orthopedics,6,11,24,50,0.48,15.2,2,0,none
2025-11-23,Pediatrics,6,11,34,70,0.486,16.8,2,0,none
2025-11-23,Radiology,6,11,19,40,0.475,13.9,1,0,none
2025-11-24,Emergency,0,11,70,100,0.7,13.3,5,0,none
2025-11-24,OPD - General Medicine,0,11,142,150,0.947,38.9,7,0,none
2025-11-24,Cardiology,0,11,45,60,0.75,19.2,3,0,none
2025-11-24,Orthopedics,0,11,36,50,0.72,20.0,1,0,none
2025-11-24,Pediatrics,0,11,55,70,0.786,23.2,3,0,none
2025-11-24,Radiology,0,11,26,40,0.65,16.1,1,0,none
2025-11-25,Emergency,1,11,63,100,0.63,13.6,4,0,none
2025-11-25,OPD - General Medicine,1,11,142,150,0.947,42.4,7,0,none
2025-11-25,Cardiology,1,11,51,60,0.85,36.7,2,0,none
2025-11-25,Orthopedics,1,11,30,50,0.6,14.7,2,0,none
2025-11-25,Pediatrics,1,11,41,70,0.586,14.7,3,0,none
2025-11-25,Radiology,1,11,25,40,0.625,12.8,1,0,none
2025-11-26,Emergency,2,11,53,100,0.53,17.0,3,0,none
2025-11-26,OPD - General Medicine,2,11,132,150,0.88,33.3,5,0,none
2025-11-26,Cardiology,2,11,55,60,0.917,39.1,3,0,none
2025-11-26,Orthopedics,2,11,33,50,0.66,16.4,2,0,none
2025-11-26,Pediatrics,2,11,48,70,0.686,15.1,3,0,none
2025-11-26,Radiology,2,11,24,40,0.6,13.1,2,0,none
2025-11-27,Emergency,3,11,61,100,0.61,15.3,4,0,none
2025-11-27,OPD - General Medicine,3,11,146,150,0.973,40.8,6,0,none
2025-11-27,Cardiology,3,11,39,60,0.65,13.5,2,0,none
2025-11-27,Orthopedics,3,11,29,50,0.58,15.0,1,0,none
2025-11-27,Pediatrics,3,11,45,70,0.643,12.9,3,0,none
2025-11-27,Radiology,3,11,27,40,0.675,14.3,1,0,none
2025-11-28,Emergency,4,11,65,100,0.65,16.6,4,0,none
2025-11-28,OPD - General Medicine,4,11,116,150,0.773,24.8,7,0,none
2025-11-28,Cardiology,4,11,37,60,0.617,14.0,2,0,none
2025-11-28,Orthopedics,4,11,32,50,0.64,14.6,2,0,none
2025-11-28,Pediatrics,4,11,43,70,0.614,16.2,3,0,none
2025-11-28,Radiology,4,11,25,40,0.625,15.0,1,0,none
2025-11-29,Emergency,5,11,43,100,0.43,16.8,5,0,none
2025-11-29,OPD - General Medicine,5,11,74,150,0.493,13.6,7,0,none
2025-11-29,Cardiology,5,11,32,60,0.533,14.9,2,0,none
2025-11-29,Orthopedics,5,11,21,50,0.42,13.0,1,0,none
2025-11-29,Pediatrics,5,11,32,70,0.457,14.8,3,0,none
2025-11-29,Radiology,5,11,15,40,0.375,15.8,2,0,none
2025-11-30,Emergency,6,11,51,100,0.51,16.5,4,0,none
2025-11-30,OPD - General Medicine,6,11,86,150,0.573,13.9,6,0,none
2025-11-30,Cardiology,6,11,23,60,0.383,15.5,2,0,none
2025-11-30,Orthopedics,6,11,24,50,0.48,14.6,2,0,none
2025-11-30,Pediatrics,6,11,33,70,0.471,16.4,3,0,none
2025-11-30,Radiology,6,11,16,40,0.4,17.1,1,0,none
2025-12-01,Emergency,0,12,93,100,0.93,47.1,4,0,none
2025-12-01,OPD - General Medicine,0,12,206,150,1.3,76.8,6,0,none
2025-12-01,Cardiology,0,12,50,60,0.833,33.9,2,0,none
2025-12-01,Orthopedics,0,12,42,50,0.84,34.1,2,0,none
2025-12-01,Pediatrics,0,12,73,70,1.043,58.1,2,0,none
2025-12-01,Radiology,0,12,33,40,0.825,33.4,1,0,none
2025-12-02,Emergency,1,12,67,100,0.67,15.1,3,0,none
2025-12-02,OPD - General Medicine,1,12,156,150,1.04,59.6,5,0,none
2025-12-02,Cardiology,1,12,53,60,0.883,34.0,2,0,none
2025-12-02,Orthopedics,1,12,39,50,0.78,26.5,1,0,none
2025-12-02,Pediatrics,1,12,51,70,0.729,19.3,3,0,none
2025-12-02,Radiology,1,12,35,40,0.875,32.3,2,0,none
2025-12-03,Emergency,2,12,107,100,1.07,57.8,4,1,high
2025-12-03,OPD - General Medicine,2,12,176,150,1.173,66.1,6,0,none
2025-12-03,Cardiology,2,12,44,60,0.733,17.9,2,0,none
2025-12-03,Orthopedics,2,12,44,50,0.88,38.2,2,0,none
2025-12-03,Pediatrics,2,12,58,70,0.829,33.6,2,0,none
2025-12-03,Radiology,2,12,32,40,0.8,24.5,1,0,none
2025-12-04,Emergency,3,12,77,100,0.77,24.2,4,0,none
2025-12-04,OPD - General Medicine,3,12,142,150,0.947,38.6,7,0,none
2025-12-04,Cardiology,3,12,53,60,0.883,41.6,2,0,none
2025-12-04,Orthopedics,3,12,38,50,0.76,19.2,2,0,none
2025-12-04,Pediatrics,3,12,57,70,0.814,32.2,3,0,none
2025-12-04,Radiology,3,12,37,40,0.925,44.7,1,0,none
2025-12-05,Emergency,4,12,69,100,0.69,15.0,4,0,none
2025-12-05,OPD - General Medicine,4,12,123,150,0.82,27.0,8,0,none
2025-12-05,Cardiology,4,12,54,60,0.9,33.7,3,0,none
2025-12-05,Orthopedics,4,12,37,50,0.74,16.9,2,0,none
2025-12-05,Pediatrics,4,12,53,70,0.757,20.7,2,0,none
2025-12-05,Radiology,4,12,37,40,0.925,45.4,1,0,none
2025-12-06,Emergency,5,12,70,100,0.7,14.7,3,0,none
2025-12-06,OPD - General Medicine,5,12,124,150,0.827,30.6,5,0,none
2025-12-06,Cardiology,5,12,37,60,0.617,16.2,2,0,none
2025-12-06,Orthopedics,5,12,27,50,0.54,16.1,2,0,none
2025-12-06,Pediatrics,5,12,39,70,0.557,13.6,3,0,none
2025-12-06,Radiology,5,12,26,40,0.65,15.6,1,0,none
2025-12-07,Emergency,6,12,57,100,0.57,17.1,5,0,none
2025-12-07,OPD - General Medicine,6,12,115,150,0.767,25.9,7,0,none
2025-12-07,Cardiology,6,12,35,60,0.583,15.2,2,0,none
2025-12-07,Orthopedics,6,12,25,50,0.5,13.7,1,0,none
2025-12-07,Pediatrics,6,12,43,70,0.614,14.7,3,0,none
2025-12-07,Radiology,6,12,24,40,0.6,12.9,1,0,none
2025-12-08,Emergency,0,12,97,100,0.97,48.6,5,0,none
2025-12-08,OPD - General Medicine,0,12,208,150,1.3,90.9,7,0,none
2025-12-08,Cardiology,0,12,60,60,1.0,50.2,2,0,none
2025-12-08,Orthopedics,0,12,46,50,0.92,47.0,2,0,none
2025-12-08,Pediatrics,0,12,50,70,0.714,17.4,2,0,none
2025-12-08,Radiology,0,12,40,40,1.0,49.9,1,0,none
2025-12-09,Emergency,1,12,77,100,0.77,22.1,4,0,none
2025-12-09,OPD - General Medicine,1,12,154,150,1.027,54.9,6,0,none
2025-12-09,Cardiology,1,12,43,60,0.717,18.8,2,0,none
2025-12-09,Orthopedics,1,12,38,50,0.76,19.1,2,0,none
2025-12-09,Pediatrics,1,12,57,70,0.814,26.5,2,0,none
2025-12-09,Radiology,1,12,40,40,1.0,49.3,1,0,none
2025-12-10,Emergency,2,12,73,100,0.73,17.7,4,0,none
2025-12-10,OPD - General Medicine,2,12,154,150,1.027,50.1,7,0,none
2025-12-10,Cardiology,2,12,45,60,0.75,19.7,3,0,none
2025-12-10,Orthopedics,2,12,37,50,0.74,18.8,2,0,none
2025-12-10,Pediatrics,2,12,60,70,0.857,35.1,2,0,none
2025-12-10,Radiology,2,12,24,40,0.6,15.8,2,0,none
2025-12-11,Emergency,3,12,70,100,0.7,15.0,4,0,none
2025-12-11,OPD - General Medicine,3,12,169,150,1.127,65.5,5,0,none
2025-12-11,Cardiology,3,12,49,60,0.817,26.2,2,0,none
2025-12-11,Orthopedics,3,12,33,50,0.66,17.2,2,0,none
2025-12-11,Pediatrics,3,12,64,70,0.914,36.0,2,0,none
2025-12-11,Radiology,3,12,31,40,0.775,26.1,1,0,none
2025-12-12,Emergency,4,12,69,100,0.69,14.7,4,0,none
2025-12-12,OPD - General Medicine,4,12,170,150,1.133,59.0,6,0,none
2025-12-12,Cardiology,4,12,50,60,0.833,31.4,2,0,none
2025-12-12,Orthopedics,4,12,40,50,0.8,26.3,2,0,none
2025-12-12,Pediatrics,4,12,53,70,0.757,25.1,3,0,none
2025-12-12,Radiology,4,12,35,40,0.875,35.9,1,0,none
2025-12-13,Emergency,5,12,64,100,0.64,16.5,4,0,none
2025-12-13,OPD - General Medicine,5,12,127,150,0.847,31.9,6,0,none
2025-12-13,Cardiology,5,12,35,60,0.583,16.3,2,0,none
2025-12-13,Orthopedics,5,12,28,50,0.56,14.6,2,0,none
2025-12-13,Pediatrics,5,12,34,70,0.486,14.1,3,0,none
2025-12-13,Radiology,5,12,23,40,0.575,12.9,1,0,none
2025-12-14,Emergency,6,12,54,100,0.54,15.1,3,0,none
2025-12-14,OPD - General Medicine,6,12,121,150,0.807,31.5,6,1,medium
2025-12-14,Cardiology,6,12,47,60,0.783,23.7,2,0,none
2025-12-14,Orthopedics,6,12,28,50,0.56,14.8,2,0,none
2025-12-14,Pediatrics,6,12,53,70,0.757,23.8,2,0,none
2025-12-14,Radiology,6,12,24,40,0.6,14.0,1,0,none
2025-12-15,Emergency,0,12,111,100,1.11,60.0,3,0,none
2025-12-15,OPD - General Medicine,0,12,187,150,1.247,72.2,8,0,none
2025-12-15,Cardiology,0,12,57,60,0.95,45.4,2,1,low
2025-12-15,Orthopedics,0,12,42,50,0.84,29.7,1,0,none
2025-12-15,Pediatrics,0,12,73,70,1.043,63.1,3,0,none
2025-12-15,Radiology,0,12,45,40,1.125,63.6,2,0,none
2025-12-16,Emergency,1,12,86,100,0.86,35.7,4,0,none
2025-12-16,OPD - General Medicine,1,12,159,150,1.06,55.4,5,0,none
2025-12-16,Cardiology,1,12,47,60,0.783,27.6,3,0,none
2025-12-16,Orthopedics,1,12,33,50,0.66,13.9,2,0,none
2025-12-16,Pediatrics,1,12,50,70,0.714,17.6,3,0,none
2025-12-16,Radiology,1,12,33,40,0.825,33.6,1,0,none
2025-12-17,Emergency,2,12,74,100,0.74,22.0,4,0,none
2025-12-17,OPD - General Medicine,2,12,158,150,1.053,53.4,7,0,none
2025-12-17,Cardiology,2,12,48,60,0.8,24.7,2,0,none
2025-12-17,Orthopedics,2,12,43,50,0.86,35.7,1,0,none
2025-12-17,Pediatrics,2,12,47,70,0.671,14.7,2,0,none
2025-12-17,Radiology,2,12,36,40,0.9,38.5,1,0,none
2025-12-18,Emergency,3,12,76,100,0.76,21.5,4,0,none
2025-12-18,OPD - General Medicine,3,12,151,150,1.007,45.6,6,0,none
2025-12-18,Cardiology,3,12,47,60,0.783,28.3,2,0,none
2025-12-18,Orthopedics,3,12,28,50,0.56,16.3,1,0,none
2025-12-18,Pediatrics,3,12,57,70,0.814,30.4,3,0,none
2025-12-18,Radiology,3,12,32,40,0.8,28.4,1,0,none
2025-12-19,Emergency,4,12,78,100,0.78,24.5,5,0,none
2025-12-19,OPD - General Medicine,4,12,135,150,0.9,35.9,8,0,none
2025-12-19,Cardiology,4,12,50,60,0.833,32.8,2,0,none
2025-12-19,Orthopedics,4,12,35,50,0.7,16.6,2,0,none
2025-12-19,Pediatrics,4,12,55,70,0.786,22.3,3,0,none
2025-12-19,Radiology,4,12,34,40,0.85,31.2,1,0,none
2025-12-20,Emergency,5,12,65,100,0.65,13.0,4,0,none
2025-12-20,OPD - General Medicine,5,12,131,150,0.873,36.7,6,0,none
2025-12-20,Cardiology,5,12,28,60,0.467,16.6,2,0,none
2025-12-20,Orthopedics,5,12,32,50,0.64,16.7,1,0,none
2025-12-20,Pediatrics,5,12,41,70,0.586,12.8,2,0,none
2025-12-20,Radiology,5,12,22,40,0.55,13.1,1,0,none
2025-12-21,Emergency,6,12,55,100,0.55,16.0,4,0,none
2025-12-21,OPD - General Medicine,6,12,136,150,0.907,35.6,5,0,none
2025-12-21,Cardiology,6,12,34,60,0.567,15.0,2,0,none
2025-12-21,Orthopedics,6,12,26,50,0.52,13.0,2,0,none
2025-12-21,Pediatrics,6,12,42,70,0.6,15.1,3,0,none
2025-12-21,Radiology,6,12,21,40,0.525,15.1,2,0,none
2025-12-22,Emergency,0,12,86,100,0.86,34.9,5,0,none
2025-12-22,OPD - General Medicine,0,12,218,150,1.3,75.0,6,0,none
2025-12-22,Cardiology,0,12,66,60,1.1,60.7,2,0,none
2025-12-22,Orthopedics,0,12,50,50,1.0,55.9,1,0,none
2025-12-22,Pediatrics,0,12,69,70,0.986,56.5,3,0,none
2025-12-22,Radiology,0,12,38,40,0.95,42.3,2,0,none
2025-12-23,Emergency,1,12,79,100,0.79,29.2,3,0,none
2025-12-23,OPD - General Medicine,1,12,166,150,1.107,56.9,7,0,none
2025-12-23,Cardiology,1,12,48,60,0.8,29.0,3,0,none
2025-12-23,Orthopedics,1,12,39,50,0.78,27.1,2,0,none
2025-12-23,Pediatrics,1,12,56,70,0.8,25.6,2,0,none
2025-12-23,Radiology,1,12,32,40,0.8,27.3,1,0,none
2025-12-24,Emergency,2,12,61,100,0.61,16.5,3,0,none
2025-12-24,OPD - General Medicine,2,12,126,150,0.84,30.1,6,0,none
2025-12-24,Cardiology,2,12,48,60,0.8,29.8,2,0,none
2025-12-24,Orthopedics,2,12,42,50,0.84,30.6,2,0,none
2025-12-24,Pediatrics,2,12,47,70,0.671,13.6,3,0,none
2025-12-24,Radiology,2,12,29,40,0.725,15.8,1,0,none
2025-12-25,Emergency,3,12,77,100,0.77,20.6,5,0,none
2025-12-25,OPD - General Medicine,3,12,165,150,1.1,63.7,5,0,none
2025-12-25,Cardiology,3,12,51,60,0.85,34.1,2,0,none
2025-12-25,Orthopedics,3,12,34,50,0.68,15.8,2,0,none
2025-12-25,Pediatrics,3,12,47,70,0.671,16.2,3,0,none
2025-12-25,Radiology,3,12,28,40,0.7,14.0,1,0,none
2025-12-26,Emergency,4,12,61,100,0.61,16.0,4,0,none
2025-12-26,OPD - General Medicine,4,12,143,150,0.953,43.2,8,0,none
2025-12-26,Cardiology,4,12,54,60,0.9,36.6,3,0,none
2025-12-26,Orthopedics,4,12,39,50,0.78,22.0,2,0,none
2025-12-26,Pediatrics,4,12,61,70,0.871,33.0,3,0,none
2025-12-26,Radiology,4,12,32,40,0.8,23.1,1,0,none
2025-12-27,Emergency,5,12,54,100,0.54,14.0,4,0,none
2025-12-27,OPD - General Medicine,5,12,126,150,0.84,30.6,6,0,none
2025-12-27,Cardiology,5,12,39,60,0.65,16.5,2,0,none
2025-12-27,Orthopedics,5,12,30,50,0.6,16.1,2,0,none
2025-12-27,Pediatrics,5,12,43,70,0.614,14.6,2,0,none
2025-12-27,Radiology,5,12,21,40,0.525,13.4,1,0,none
2025-12-28,Emergency,6,12,47,100,0.47,14.1,4,0,none
2025-12-28,OPD - General Medicine,6,12,108,150,0.72,15.9,7,0,none
2025-12-28,Cardiology,6,12,36,60,0.6,12.9,2,0,none
2025-12-28,Orthopedics,6,12,28,50,0.56,15.5,2,0,none
2025-12-28,Pediatrics,6,12,47,70,0.671,14.3,3,0,none
2025-12-28,Radiology,6,12,27,40,0.675,17.1,1,0,none
2025-12-29,Emergency,0,12,84,100,0.84,30.3,3,0,none
2025-12-29,OPD - General Medicine,0,12,211,150,1.3,95.6,5,0,none
2025-12-29,Cardiology,0,12,65,60,1.083,68.9,3,0,none
2025-12-29,Orthopedics,0,12,39,50,0.78,25.7,2,0,none
2025-12-29,Pediatrics,0,12,64,70,0.914,40.5,3,1,medium
2025-12-29,Radiology,0,12,31,40,0.775,25.8,1,0,none
2025-12-30,Emergency,1,12,65,100,0.65,15.7,5,0,none
2025-12-30,OPD - General Medicine,1,12,129,150,0.86,29.3,7,0,none
2025-12-30,Cardiology,1,12,50,60,0.833,31.4,2,0,none
2025-12-30,Orthopedics,1,12,33,50,0.66,14.8,1,0,none
2025-12-30,Pediatrics,1,12,47,70,0.671,12.8,2,0,none
2025-12-30,Radiology,1,12,25,40,0.625,15.3,1,0,none
2025-12-31,Emergency,2,12,68,100,0.68,13.4,5,0,none
2025-12-31,OPD - General Medicine,2,12,151,150,1.007,52.7,7,0,none
2025-12-31,Cardiology,2,12,58,60,0.967,51.9,2,0,none
2025-12-31,Orthopedics,2,12,35,50,0.7,16.3,1,0,none
2025-12-31,Pediatrics,2,12,48,70,0.686,15.9,3,0,none
2025-12-31,Radiology,2,12,33,40,0.825,32.5,2,0,none
2026-01-01,Emergency,3,1,58,100,0.58,16.2,3,0,none
2026-01-01,OPD - General Medicine,3,1,162,150,1.08,53.5,6,0,none
2026-01-01,Cardiology,3,1,47,60,0.783,22.4,2,0,none
2026-01-01,Orthopedics,3,1,38,50,0.76,23.6,2,0,none
2026-01-01,Pediatrics,3,1,65,70,0.929,43.9,3,0,none
2026-01-01,Radiology,3,1,33,40,0.825,25.9,2,0,none
2026-01-02,Emergency,4,1,90,100,0.9,43.8,3,0,none
2026-01-02,OPD - General Medicine,4,1,129,150,0.86,37.4,6,0,none
2026-01-02,Cardiology,4,1,52,60,0.867,35.7,3,0,none
2026-01-02,Orthopedics,4,1,36,50,0.72,15.3,2,0,none
2026-01-02,Pediatrics,4,1,67,70,0.957,51.1,3,0,none
2026-01-02,Radiology,4,1,30,40,0.75,19.0,1,0,none
2026-01-03,Emergency,5,1,49,100,0.49,14.0,5,0,none
2026-01-03,OPD - General Medicine,5,1,88,150,0.587,12.8,6,0,none
2026-01-03,Cardiology,5,1,32,60,0.533,14.4,2,0,none
2026-01-03,Orthopedics,5,1,24,50,0.48,13.4,2,0,none
2026-01-03,Pediatrics,5,1,39,70,0.557,14.3,3,0,none
2026-01-03,Radiology,5,1,23,40,0.575,16.4,2,0,none
2026-01-04,Emergency,6,1,59,100,0.59,16.4,4,0,none
2026-01-04,OPD - General Medicine,6,1,101,150,0.673,14.6,7,0,none
2026-01-04,Cardiology,6,1,38,60,0.633,17.2,2,0,none
2026-01-04,Orthopedics,6,1,25,50,0.5,15.9,2,0,none
2026-01-04,Pediatrics,6,1,40,70,0.571,16.9,2,0,none
2026-01-04,Radiology,6,1,19,40,0.475,15.0,1,0,none
2026-01-05,Emergency,0,1,74,100,0.74,22.7,3,0,none
2026-01-05,OPD - General Medicine,0,1,237,150,1.3,97.7,6,0,none
2026-01-05,Cardiology,0,1,61,60,1.017,48.5,2,0,none
2026-01-05,Orthopedics,0,1,47,50,0.94,40.2,2,0,none
2026-01-05,Pediatrics,0,1,68,70,0.971,54.1,3,0,none
2026-01-05,Radiology,0,1,48,40,1.2,79.5,1,0,none
2026-01-06,Emergency,1,1,73,100,0.73,16.1,5,0,none
2026-01-06,OPD - General Medicine,1,1,126,150,0.84,27.6,6,0,none
2026-01-06,Cardiology,1,1,51,60,0.85,29.6,2,0,none
2026-01-06,Orthopedics,1,1,29,50,0.58,17.1,2,0,none
2026-01-06,Pediatrics,1,1,68,70,0.971,45.8,3,0,none
2026-01-06,Radiology,1,1,31,40,0.775,22.4,2,0,none
2026-01-07,Emergency,2,1,82,100,0.82,28.6,5,0,none
2026-01-07,OPD - General Medicine,2,1,136,150,0.907,36.2,7,0,none
2026-01-07,Cardiology,2,1,50,60,0.833,28.3,3,0,none
2026-01-07,Orthopedics,2,1,39,50,0.78,27.6,1,0,none
2026-01-07,Pediatrics,2,1,54,70,0.771,23.8,2,0,none
2026-01-07,Radiology,2,1,30,40,0.75,21.3,1,0,none
2026-01-08,Emergency,3,1,75,100,0.75,19.3,4,0,none
2026-01-08,OPD - General Medicine,3,1,145,150,0.967,44.8,7,0,none
2026-01-08,Cardiology,3,1,45,60,0.75,24.1,2,0,none
2026-01-08,Orthopedics,3,1,41,50,0.82,33.7,2,0,none
2026-01-08,Pediatrics,3,1,65,70,0.929,40.9,2,0,none
2026-01-08,Radiology,3,1,31,40,0.775,23.1,1,0,none
2026-01-09,Emergency,4,1,84,100,0.84,31.3,3,0,none
2026-01-09,OPD - General Medicine,4,1,140,150,0.933,48.0,6,0,none
2026-01-09,Cardiology,4,1,44,60,0.733,19.2,2,0,none
2026-01-09,Orthopedics,4,1,38,50,0.76,25.0,2,0,none
2026-01-09,Pediatrics,4,1,55,70,0.786,22.9,3,0,none
2026-01-09,Radiology,4,1,33,40,0.825,28.1,1,0,none
2026-01-10,Emergency,5,1,59,100,0.59,17.0,5,0,none
2026-01-10,OPD - General Medicine,5,1,93,150,0.62,15.8,5,0,none
2026-01-10,Cardiology,5,1,41,60,0.683,14.4,3,0,none
2026-01-10,Orthopedics,5,1,23,50,0.46,14.6,2,0,none
2026-01-10,Pediatrics,5,1,33,70,0.471,13.6,2,0,none
2026-01-10,Radiology,5,1,25,40,0.625,15.1,1,0,none
2026-01-11,Emergency,6,1,59,100,0.59,17.2,5,0,none
2026-01-11,OPD - General Medicine,6,1,127,150,0.847,35.8,6,0,none
2026-01-11,Cardiology,6,1,45,60,0.75,19.1,2,0,none
2026-01-11,Orthopedics,6,1,31,50,0.62,15.3,1,0,none
2026-01-11,Pediatrics,6,1,42,70,0.6,16.4,3,0,none
2026-01-11,Radiology,6,1,20,40,0.5,12.9,1,0,none
2026-01-12,Emergency,0,1,71,100,0.71,18.6,4,0,none
2026-01-12,OPD - General Medicine,0,1,180,150,1.2,74.1,6,0,none
2026-01-12,Cardiology,0,1,50,60,0.833,30.0,2,0,none
2026-01-12,Orthopedics,0,1,52,50,1.04,53.9,1,0,none
2026-01-12,Pediatrics,0,1,66,70,0.943,49.3,3,0,none
2026-01-12,Radiology,0,1,40,40,1.0,55.2,1,0,none
2026-01-13,Emergency,1,1,60,100,0.6,17.0,5,0,none
2026-01-13,OPD - General Medicine,1,1,188,150,1.253,88.4,7,0,none
2026-01-13,Cardiology,1,1,56,60,0.933,40.8,3,0,none
2026-01-13,Orthopedics,1,1,42,50,0.84,32.6,2,0,none
2026-01-13,Pediatrics,1,1,61,70,0.871,35.5,3,0,none
2026-01-13,Radiology,1,1,35,40,0.875,41.4,1,0,none
2026-01-14,Emergency,2,1,55,100,0.55,13.2,4,0,none
2026-01-14,OPD - General Medicine,2,1,178,150,1.187,75.3,5,0,none
2026-01-14,Cardiology,2,1,52,60,0.867,33.3,2,0,none
2026-01-14,Orthopedics,2,1,34,50,0.68,13.3,2,0,none
2026-01-14,Pediatrics,2,1,50,70,0.714,15.5,3,0,none
2026-01-14,Radiology,2,1,30,40,0.75,20.0,1,0,none
2026-01-15,Emergency,3,1,80,100,0.8,30.6,5,0,none
2026-01-15,OPD - General Medicine,3,1,129,150,0.86,38.4,5,0,none
2026-01-15,Cardiology,3,1,49,60,0.817,26.7,3,0,none
2026-01-15,Orthopedics,3,1,36,50,0.72,16.3,1,0,none
2026-01-15,Pediatrics,3,1,56,70,0.8,23.3,3,0,none
2026-01-15,Radiology,3,1,26,40,0.65,13.1,2,0,none
2026-01-16,Emergency,4,1,79,100,0.79,24.3,4,0,none
2026-01-16,OPD - General Medicine,4,1,173,150,1.153,70.6,7,0,none
2026-01-16,Cardiology,4,1,50,60,0.833,26.7,2,0,none
2026-01-16,Orthopedics,4,1,37,50,0.74,20.8,2,0,none
2026-01-16,Pediatrics,4,1,58,70,0.829,34.8,2,0,none
2026-01-16,Radiology,4,1,27,40,0.675,15.6,1,0,none
2026-01-17,Emergency,5,1,47,100,0.47,13.1,4,0,none
2026-01-17,OPD - General Medicine,5,1,115,150,0.767,24.7,7,0,none
2026-01-17,Cardiology,5,1,45,60,0.75,23.7,2,0,none
2026-01-17,Orthopedics,5,1,28,50,0.56,16.6,1,0,none
2026-01-17,Pediatrics,5,1,43,70,0.614,16.9,3,0,none
2026-01-17,Radiology,5,1,24,40,0.6,16.4,1,0,none
2026-01-18,Emergency,6,1,46,100,0.46,17.2,4,0,none
2026-01-18,OPD - General Medicine,6,1,111,150,0.74,20.8,5,0,none
2026-01-18,Cardiology,6,1,35,60,0.583,14.5,3,0,none
2026-01-18,Orthopedics,6,1,30,50,0.6,16.4,2,0,none
2026-01-18,Pediatrics,6,1,49,70,0.7,15.1,2,0,none
2026-01-18,Radiology,6,1,23,40,0.575,14.2,2,0,none
2026-01-19,Emergency,0,1,75,100,0.75,21.0,3,0,none
2026-01-19,OPD - General Medicine,0,1,220,150,1.3,77.3,8,0,none
2026-01-19,Cardiology,0,1,71,60,1.183,66.0,2,0,none
2026-01-19,Orthopedics,0,1,49,50,0.98,55.1,2,0,none
2026-01-19,Pediatrics,0,1,66,70,0.943,46.1,3,0,none
2026-01-19,Radiology,0,1,34,40,0.85,29.0,1,0,none
2026-01-20,Emergency,1,1,80,100,0.8,27.0,5,0,none
2026-01-20,OPD - General Medicine,1,1,156,150,1.04,50.9,6,0,none
2026-01-20,Cardiology,1,1,49,60,0.817,31.7,2,0,none
2026-01-20,Orthopedics,1,1,35,50,0.7,15.1,2,0,none
2026-01-20,Pediatrics,1,1,52,70,0.743,17.9,3,0,none
2026-01-20,Radiology,1,1,27,40,0.675,13.6,1,0,none
